# entry,name,display_id,minlevel,maxlevel,faction,npcflag,type,rank,unit_class,speed_walk,speed_run,base_attack_time,damage_modifier,health_modifier
26227,Slay Loguhn Kill Credit Bunny,1126,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
26230,Snow Bunny,21955,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
26239,Ghost of Ahune,11686,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
26240,Seaspray Albatross,23709,5,5,1555,0,12,0,1,1.00,1.14,2000,1.00,1.00
26241,[PH] Ghost of Ahune (Disguise),23707,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
26242,Empyrean Tortoise,14657,5,5,1555,0,12,0,1,1.00,1.14,2000,1.00,1.00
26243,Crimson Serpent,15923,5,5,35,0,12,0,1,1.00,1.14,2000,1.00,1.00
26244,Shadowsong Panther,15920,5,5,1555,0,12,0,1,1.00,1.14,2000,1.00,1.00
26254,Inert Portal,7950,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
26255,Shattrath Portal,23719,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
26258,[DND] Midsummer Bonfire Faction Bunny - A,11686,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
26267,Big Dancing Flames,23732,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
26298,ELM General Purpose Bunny (scale x0.01) Large,1126,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
26346,Ahune's Bottle Bunny,21955,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
26350,Alliance Graveyard Teleporter,169,1,1,534,0,10,0,1,1.00,0.99,2000,1.00,1.35
26351,Horde Graveyard Teleporter,169,1,1,714,0,10,0,1,1.00,0.99,2000,1.00,1.35
26355,[DND] Midsummer Bonfire Faction Bunny - H,11686,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
26364,(PH) Wildlife Test Doe,23786,5,5,1999,0,1,0,1,1.00,1.14,2000,1.00,1.00
26365,Taunka Orphan,23783,1,1,1981,0,7,0,1,1.00,1.00,2000,1.00,1.00
26371,Squire Walter,23788,9,9,1892,2,7,0,1,1.00,1.14,2000,1.00,1.00
26377,Squire Percy,23796,9,9,1892,4194307,7,0,1,1.00,1.14,2000,1.00,1.00
26401,Summer Scorchling,8409,1,1,188,2,4,0,1,1.00,1.14,1500,1.00,1.00
26404,Black Skeletal Warhorse,10718,1,2,35,0,6,0,1,1.00,1.14,2000,1.00,1.00
26430,Ducal's Passenger Seat,1126,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
26435,Taunka Move Trigger,169,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
26468,North Building,1060,1,1,35,0,10,0,2,1.00,1.14,2000,1.00,1.00
26469,South Building,1060,1,1,35,0,10,0,2,1.00,1.14,2000,1.00,1.00
26470,East Building,1060,1,1,35,0,10,0,2,1.00,1.14,2000,1.00,1.00
26502,Wisp of Ragnaros,23872,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
26503,Scalawag Frog,6296,1,1,31,16777216,8,0,1,1.00,0.86,2000,1.00,0.01
26520,Festival Scorchling,8409,1,1,188,2,4,0,1,1.00,1.14,1500,1.00,1.00
26525,Cockroach,23902,1,1,188,0,8,0,1,0.40,1.14,2000,1.00,1.00
26531,Mesmerized Frog,6296,1,1,31,0,8,0,1,1.00,0.86,2000,1.00,0.01
26571,Imprisoned Monkey,21362,1,1,35,0,8,0,1,1.00,1.14,2000,1.00,1.00
26587,Grizzly Hills Rabbit,23922,1,1,188,0,12,0,1,1.00,1.14,2000,1.00,1.00
26588,Emily,23949,5,5,35,3,7,0,1,1.00,0.93,2000,1.00,1.00
26614,Snowshoe Hare,328,5,5,31,0,1,0,1,1.00,1.29,2000,1.00,1.00
26650,Durnholde Captain,17387,1,1,1748,0,7,1,1,1.00,1.14,2000,7.50,12.00
26651,Durnholde Captain (1),17387,1,1,1748,0,7,1,1,1.00,1.14,2000,13.00,16.20
26671,Rabid Dire Bear *Unused*,23992,1,1,35,0,1,1,1,1.00,1.14,2000,7.50,4.00
26688,Statis orb,169,1,1,35,0,10,0,1,0.30,1.14,2000,1.00,1.00
26698,Riding Kodo (TAR - NPC ONLY),12242,1,2,35,0,1,0,1,1.00,1.14,2000,1.00,1.00
26773,The Focus on the Beach Kill Credit Bunny,1126,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
26774,Direbrew Summon Loc bunny,21955,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
26775,Direbrew Goto Loc bunny,21955,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
26781,2.4 Sunwell Daily Gem Vendor [PH],15093,1,1,35,0,7,0,1,1.00,1.14,2000,1.00,1.00
26791,Scott Keenan,16259,1,1,35,0,3,2,1,1.00,1.14,2000,7.50,19.00
26804,Fizzcrank Bomber Invisible Bunny,1126,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
26831,Atop the Woodlands Kill Credit Bunny,1126,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
26833,Startled Warhorse,8469,1,2,35,0,1,0,1,1.00,1.14,2000,1.00,1.00
26834,Mole Machine PoV Bunny,21955,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
26855,East Stone,20570,1,1,14,0,10,0,2,1.00,1.14,2000,1.00,1.00
26856,North Stone,20570,1,1,14,0,10,0,2,1.00,1.14,2000,1.00,1.00
26857,South Stone,20570,1,1,14,0,10,0,2,1.00,1.14,2000,1.00,1.00
26887,The End of the Line Ley Line Focus Kill Credit Bunny,1126,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
26889,The End of the Line Area Trigger Kill Credit Bunny,1126,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
26894,TEST ESCORTEE - LAB,2311,15,15,113,0,7,0,1,1.00,1.14,2000,1.00,1.00
27047,Invisible Stalker (Floating Only),1126,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
27111,Blighted Elk Liquid Fire of Elune Kill Credit Bunny,1126,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
27112,Rabid Grizzly Liquid Fire of Elune Kill Credit Bunny,1126,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
27124,[TDB] Killcredit Quest XXXXX,24073,1,1,35,0,7,0,1,1.00,1.14,2000,1.00,1.00
27128,[PH] Dalaran Commoner,3718,1,1,35,0,7,0,1,1.00,1.14,2000,1.00,1.00
27135,Attunement to Dalaran Kill Credit Bunny,1126,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
27152,Headless Horseman's Mount,25159,1,2,35,0,6,0,1,1.00,1.14,2000,1.00,1.00
27153,Headless Horseman's Mount,25958,1,2,35,0,6,0,1,1.00,1.14,2000,1.00,1.00
27154,Test Faction NPC,10913,1,2,1675,0,7,0,1,1.00,1.14,2000,1.00,1.00
27170,Amber Ledge Warmage,24373,1,1,2009,0,7,1,1,1.00,1.14,2000,7.50,6.00
27180,Jintha'kalar Invisible Stalker,1126,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
27191,Skrotee,24394,10,10,1928,0,7,0,1,1.00,1.14,2000,1.00,1.00
27196,Tiny Blue Dragon,24620,1,1,188,0,12,0,1,1.00,1.14,2000,1.00,1.00
27197,Tiny Gold Dragon,24393,1,1,188,0,12,0,1,1.00,1.14,2000,1.00,1.00
27198,Brote,24395,12,12,1928,0,7,0,1,1.00,1.14,2000,1.00,1.00
27217,Spirit of Competition,24393,1,1,188,0,12,0,1,1.00,1.14,2000,1.00,1.00
27222,Archery Target,17610,1,1,1375,0,10,0,1,1.00,1.14,2000,1.00,1.00
27223,Archery Target,17610,1,1,1375,0,10,0,1,1.00,1.14,2000,1.00,1.00
27253,Blighted Last Rites Kill Credit Bunny,1126,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
27276,Let Them Not Rise! Rat,1141,1,1,190,0,8,0,1,1.00,0.86,2000,1.00,1.00
27280,Let Them Not Rise! Kill Credit Bunny,1126,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
27296,Fresh Remounts Kill Credit Bunny,1126,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
27304,King Bjorn Visual,28085,1,1,35,0,10,3,1,1.00,1.14,2000,35.00,1.00
27306,Transitus Shield Invisible Bunny,1126,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
27310,King Haldor Visual,28086,1,1,35,0,10,3,1,1.00,1.14,2000,35.00,1.00
27311,King Ranulf Visual,28087,1,1,35,0,10,3,1,1.00,1.14,2000,35.00,1.00
27312,King Tor Visual,28088,1,1,35,0,10,3,1,1.00,1.14,2000,35.00,1.00
27321,Kodian Conversation Credit,11686,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
27322,Orsonn Conversation Credit,11686,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
27323,Outhouse Stalker,1126,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
27331,Bombard the Ballistae Kill Credit Bunny,1126,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
27346,Essence of Competition,24620,1,1,188,0,12,0,1,1.00,1.14,2000,1.00,1.00
27352,Levine Family Termite,12191,1,1,35,0,8,0,1,0.40,0.71,2000,1.00,1.00
27353,Levine Family Termite Bunny,1126,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
27364,Jimmy the Stable Boy,251,10,10,1892,0,7,0,1,1.00,1.14,2000,1.00,1.00
27369,Necromantic Rune Bunny,10811,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
27392,Avenging Spirit Summoner,169,1,1,114,0,10,0,1,0.80,0.29,2000,1.00,1.00
27394,Torture the Torturer Kill Credit Bunny,1126,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
27399,Muja,24616,1,1,29,1,7,0,1,1.00,1.14,2000,1.00,1.00
27402,Bone Target Bunny,10811,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
27404,Utgarde Duo Trigger,11686,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
27407,Pet Toy - Fetch Ball,24629,1,1,35,0,10,0,1,1.20,1.00,2000,1.00,1.00
27418,Rothin's Spell Bunny,10811,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
27419,The Perfect Dissemblance Kill Credit Bunny,1126,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
27420,Rothin's Necromantic Rune Bunny,10811,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
27426,Commander Jordan Kill Credit Bunny,1126,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
27427,Lead Cannoneer Zierhut Kill Credit Bunny,1126,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
27428,Blacksmith Goodman Kill Credit Bunny,1126,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
27429,Stable Master Mercer Kill Credit Bunny,1126,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
27433,Quarterflash's Homing Bot,24635,1,1,1892,0,9,0,1,1.00,1.14,2000,1.00,1.00
27436,Upper Wintergarde Mine Shaft,169,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
27437,Lower Wintergarde Mine Shaft,169,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
27438,Rainbow Trout,24637,1,1,7,0,8,0,1,1.00,1.14,2000,1.00,1.00
27444,A Fall from Grace High Abbot Kill Credit Bunny,1126,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
27445,A Fall from Grace Bell Rung Kill Credit Bunny,17612,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
27446,High Abbot Landgren's Jump Vehicle,16480,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
27449,Neltharion's Flame Fire Bunny,1126,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
27450,Neltharion's Flame Control Bunny,10811,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
27452,Invisible Stalker Grizzly Hills,1126,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
27458,Flora,16633,1,1,31,0,8,0,1,1.00,0.86,2000,1.00,0.20
27459,Thudder,328,1,1,31,0,8,0,1,1.00,0.86,2000,1.00,0.01
27460,Mother of Bambina,347,5,5,2038,0,8,0,1,1.00,0.86,2000,1.00,0.01
27461,Bambina,654,1,1,2038,0,8,0,1,1.00,0.86,2000,1.00,0.20
27522,Inn Rat,1141,1,1,31,0,8,0,1,1.00,1.14,2000,1.00,0.20
27527,Clayton Dubin - TEST COPY DATA,24106,1,1,35,0,11,0,1,1.00,1.14,2000,1.00,5.11
27541,Swift Zhevra,24693,20,21,189,0,1,0,1,1.00,1.14,2000,1.00,1.02
27543,Fordragon Medic,3943,20,20,2053,0,7,0,1,1.00,1.14,2000,1.00,1.00
27561,Undead Miner Credit,24099,1,1,974,0,6,0,1,1.00,1.14,2000,1.00,1.00
27572,Ruby Controller Bunny,10811,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
27589,Ruby Strafe Bunny,1126,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
27634,Wolf Spirit Visual (Ymirjar Dusk Shaman),11418,1,1,21,0,1,1,1,1.00,1.14,2000,7.50,1.00
27637,Vengeful Nether Drake,24725,10,10,35,0,2,0,1,1.00,1.14,2000,1.00,1.00
27646,Anya,252,12,12,35,2,7,0,1,1.00,1.14,1500,1.00,4.00
27684,Swift Zhevra,24745,17,18,189,0,1,0,1,1.00,1.14,2000,1.00,1.00
27698,Defending Wyrmrest Temple Kill Credit Bunny,1126,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
27706,Brewfest Riding Kodo,24758,1,2,35,0,1,0,1,1.00,1.14,2000,1.00,1.00
27707,Great Brewfest Kodo,24757,1,2,35,0,1,0,1,1.00,1.39,2000,1.00,1.00
27738,Frostsabre Vehicle,9695,1,2,35,0,1,0,1,1.00,1.14,2000,1.00,1.00
27741,Currency Token Test Wizard,3585,19,20,14,0,7,0,1,1.00,1.14,2000,1.00,1.00
27757,Mole Machine Hearth PoV Bunny,21955,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
27792,Injured Soldier Waypoint 01,22712,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
27793,Injured Soldier Waypoint 02,22712,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
27794,Injured Soldier Waypoint 03,22712,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
27795,Injured Soldier Summon Point,22712,1,1,35,0,10,0,1,1.00,2.29,2000,1.00,1.00
27798,Reincarnated Skytalon,11686,1,1,35,0,8,0,1,1.00,1.14,2000,1.00,1.00
27827,Grain Crate Helper,17200,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
27845,Plagued Roach,3233,1,1,2049,0,8,0,1,0.40,0.86,2000,1.00,0.10
27848,Plagued Resident,137,10,10,2023,0,6,0,1,0.78,0.36,2000,1.00,1.00
27849,Patchy,9209,1,1,188,0,12,0,1,1.00,1.14,2000,1.00,1.00
27853,Projections and Plans Kill Credit Bunny,1126,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
27855,Plagued Vermin,22175,1,1,2048,0,8,0,1,1.00,1.14,2000,1.00,0.10
27863,Ruby Flowers,24882,1,1,190,0,10,0,1,1.00,1.14,2000,1.00,1.00
27865,Plagued Pet,10029,1,1,188,0,12,0,1,1.00,1.14,2000,1.00,1.00
27866,Honeybee,14985,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,0.00
27867,Woodland Squirrel,134,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,0.20
27870,Wild Flower,24890,1,1,35,0,10,0,1,1.00,0.86,2000,1.00,0.20
27878,Wintergrasp Land Mine,24896,20,20,1620,0,10,0,1,1.00,1.14,2000,1.00,1.00
27882,Brew Bubble,24939,1,1,35,0,10,0,1,1.00,0.86,2000,1.00,0.20
27890,Brewfest - Direbrew Mole Machine Loc bunny,21955,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
27893,Rune Weapon,1126,1,1,14,0,10,0,1,1.00,1.14,3500,1.00,1.00
27908,Angry Jungle Gnome,24918,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,0.20
27916,World Deathknight Trainer,2575,10,10,35,0,7,0,1,1.00,1.14,2000,1.00,1.00
27944,Johan,14546,2,2,1892,0,1,0,1,1.00,1.29,2000,1.00,1.00
27958,Parading Pink Elekk,24959,5,5,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
27967,Dark Rune Guardian [PH],8750,1,1,35,0,7,1,1,1.00,1.14,2000,7.50,2.90
27988,Dalson's Outhouse Bunny,10811,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
27989,D.I.S.C.O.,11686,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
27994,Lieutenant Icehammer,1126,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
27995,The Gearmaster's Manual Researched Kill Credit Bunny,1126,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
27997,Test PvP Questgiver,2676,1,1,35,0,7,0,1,1.00,1.14,2000,1.00,1.00
27998,Ethereal Mutagen - Pet,25003,1,2,7,0,4,0,1,1.00,1.14,2000,1.00,1.00
28000,Ethereal Mutagen - Player,19454,1,2,7,0,4,0,1,1.00,1.14,2000,1.00,1.00
28013,Fire Upon the Waters Kill Credit Bunny,1126,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
28017,Bloodworm,15983,1,1,14,0,8,0,1,1.00,1.14,2660,1.00,0.08
28037,The Spirit of Gnomeregan,22719,1,1,35,8192,9,0,1,1.00,1.39,2000,1.00,1.00
28053,Apple,25071,1,1,35,0,10,0,1,1.00,1.00,2000,1.00,1.00
28093,Sholazar Tickbird,25103,1,1,190,0,8,0,1,1.60,1.57,2000,1.00,1.00
28100,Lemming,1072,1,1,31,0,8,0,1,1.00,0.86,2000,1.00,0.01
28119,TEST- Theresa's frostsaber vehicle,10426,1,2,35,0,1,0,1,1.00,1.14,2000,1.00,1.00
28127,Softknuckle,21360,1,5,35,0,1,0,1,1.00,0.99,2000,1.00,1.00
28128,Bristlepine Food Bunny,1126,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
28139,Frenzyheart Pup,25382,1,5,2060,0,7,0,1,0.67,0.99,2000,1.00,1.00
28140,Gorloc Hatchling,25133,1,5,2063,0,7,0,1,1.00,1.19,2000,1.00,1.00
28161,Chicken Escapee,26182,1,1,7,16777216,8,0,1,1.00,1.14,2000,1.00,1.00
28173,[ph] exploding barrel,4626,1,1,190,0,10,0,1,1.00,1.14,2000,1.00,1.00
28181,Zul'Drak Gateway Trigger,169,1,1,2070,0,10,0,1,1.00,1.14,2000,1.00,1.00
28202,Zul'Drak Rat,1141,1,1,188,16777216,8,0,1,1.00,1.14,2000,1.00,1.00
28206,[DND] L70ETC Drums,25209,1,1,35,0,10,0,1,1.00,1.00,2000,1.00,1.00
28224,Trapdoor Crawler Bunny,13069,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
28245,QA Test First Aid Trainer,4436,1,1,35,0,7,0,1,1.00,1.14,2000,1.00,3.00
28253,Mistwhisper Lightning Cloud,23310,1,1,7,0,11,0,1,0.80,1.00,2000,1.00,1.00
28254,Mistwhisper Lightning Target,1126,1,1,7,0,10,0,1,1.00,1.14,2000,1.00,1.00
28267,Coyote Spirit,25265,1,1,58,0,12,0,1,1.00,1.14,2000,1.00,1.00
28273,Arranged Crystal Formation Bunny,10811,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
28279,Sholazar Witch Light,1126,1,1,35,0,10,0,1,1.60,1.14,2000,1.00,1.00
28289,Plague Sprayer Kill Credit Bunny,1126,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
28299,Frenzyheart Hill Bunny,10811,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
28300,Mistwhisper Refuge Bunny,10811,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
28301,ZP - Retch! Bunny,11686,1,1,2023,0,10,0,1,1.00,1.14,2000,1.00,1.00
28302,Acherus Deathcharger,25280,1,2,35,0,1,0,1,1.00,1.14,2000,1.00,1.00
28306,Anti-Magic Zone,4590,1,1,58,0,11,0,1,1.00,1.14,2000,1.00,0.01
28307,Croclisk Chain Bunny,10811,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
28333,ELM General Purpose Bunny (scale x0.25),1126,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
28346,Crunchy,25318,5,5,35,0,1,0,1,1.00,0.99,2000,1.00,1.00
28362,Glinting Dirt,25334,1,1,2063,0,10,0,1,0.80,0.57,2000,1.00,1.00
28363,Big Battle Bear,25335,10,10,35,0,1,0,1,1.00,1.14,2000,1.00,1.00
28371,Sparkling Hare,25340,1,1,188,0,8,0,1,1.00,2.00,2000,1.00,1.00
28372,Glinting Bug,2177,1,1,188,0,8,0,1,3.20,0.71,2000,1.00,1.00
28407,Fjord Penguin,24698,1,1,7,0,8,0,1,1.00,1.00,2000,1.00,1.00
28440,Tundra Penguin,25390,1,1,7,0,8,0,1,1.00,1.00,2000,1.00,1.00
28441,Great Horned Owl Hover Bunny,11686,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
28453,Riding Horse (Vehicle Demo),16452,1,2,35,0,1,0,1,1.00,1.14,2000,1.00,1.00
28454,Skyreach Pillar Bunny,10811,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
28455,Rainspeaker Canopy Bunny,10811,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
28456,Sparktouched Haven Bunny,10811,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
28457,Spearborn Encampment Bunny,10811,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
28458,Kartak's Hold Bunny,10811,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
28459,Mosswalker Village Bunny,10811,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
28460,Lifeblood Pillar Bunny,10811,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
28461,Bristlepine Den Bunny,10811,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
28462,Sapphire Hive Bunny,10811,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
28463,River's Heart Bunny,10811,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
28469,[UNUSED]Altar of Quetz'lun Gateway - Real World,18783,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
28470,Nether Ray Fry,25457,1,1,188,0,12,0,1,1.00,1.14,2000,1.00,1.00
28478,Altar of Quetz'lun Gateway,18783,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
28482,Avatar of Freya Conversation Credit,11686,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
28501,Ronakada,25489,1,1,35,0,7,1,1,1.00,1.14,2000,7.50,20.00
28513,Vampiric Batling,4185,1,1,188,0,12,0,1,1.00,1.14,2000,1.00,1.00
28531,Frost Wyrm Mount,25511,10,10,35,0,2,0,1,1.00,1.14,2000,1.00,1.00
28533,Riding Horse (Scarlet Commander),2404,1,2,35,0,1,0,1,1.00,1.14,2000,1.00,1.00
28545,Distillo-matic 5000,6909,5,5,35,0,9,0,1,1.00,1.14,2000,1.00,1.00
28567,Water Spout,11686,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
28595,Freya's Horn Credit,11686,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
28613,Orgrimmar Wolf Rider,4259,1,1,85,0,7,0,1,1.00,1.14,2000,1.00,2.00
28620,"Riding Horse (Charger, Default Run Speed)",14584,1,2,35,0,1,0,1,1.00,1.14,2000,1.00,1.00
28621,Grayson Ironwing,25582,1,1,2070,1,7,1,1,1.00,1.14,2000,7.50,3.00
28622,Scalps! Kill Credit Bunny,1126,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
28635,Spirit Wolf,1236,1,1,14,0,1,0,1,1.00,1.14,2000,1.00,1.00
28681,Brittle Golem,26131,1,1,16,0,4,0,1,1.00,1.14,2000,1.00,1.00
28711,Undead Eagle,25630,1,2,7,0,6,0,1,1.00,1.14,2000,1.00,1.00
28712,Basic Loot Pinata,856,1,1,1620,0,8,0,1,1.00,1.14,2000,1.00,0.03
28713,Quetz'lun Troll Worshipper Kill Credit Bunny,1126,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
28720,First Aid Loot Pinata,856,1,1,1620,0,8,0,1,1.00,1.14,2000,1.00,0.03
28753,High Priest Mu'funu Kill Credit Bunny,1126,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
28755,High Priestess Tua-Tua Kill Credit Bunny,1126,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
28757,High Priest Hawinni Kill Credit Bunny,1126,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
28770,High Priestess Tua-Tua Hex of Fire Bunny,1126,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
28773,High Priest Hawinni Hex of Frost Bunny,1126,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
28775,Dark Rider Target,16480,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
28816,WotLK Light Beam Bunny,21955,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
28817,Mine Car,25703,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
28821,Mine Car,25703,1,1,35,0,10,0,1,1.00,2.00,2000,1.00,1.00
28824,Brann Flying Machine,22878,1,1,35,0,9,0,1,1.20,1.39,2000,1.00,1.00
28842,Mine Cart Test,25703,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
28876,Mam'toth Disciple Kill Credit Bunny,1126,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
28883,Frosty,28456,1,1,188,0,12,0,1,1.00,1.14,2000,1.00,1.00
28987,Watcher Blomberg,2381,20,20,56,0,7,0,1,1.00,1.14,2000,1.00,1.00
29010,Anti-Magic Barrier (Quest),4590,1,1,58,0,11,0,1,1.00,1.14,2000,1.00,0.01
29027,Wild Growth Stalker,1126,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
29060,Crusader Parachute Kill Credit Bunny,1126,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
29081,WotLK Soldier Kneel Bunny,21955,1,1,35,0,10,0,1,0.40,1.14,2000,1.00,1.00
29089,Mini Tyrael,25900,1,1,188,0,12,0,1,1.00,1.14,2000,1.00,1.00
29094,Volatile Trap Knockback Bunny,1126,1,1,2060,0,10,0,1,1.00,1.14,2000,1.00,1.00
29116,Stormwatcher Head,25918,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
29134,Brown Rabbit,6302,1,1,190,0,8,0,1,1.00,0.86,2000,1.00,0.01
29138,WotLK Paladin Waypoint,21955,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
29140,Camera Shaker - 20-40 seconds,16480,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
29147,Ghostly Skull,28089,1,1,35,0,12,0,1,1.00,0.99,2000,1.00,1.00
29151,Cricket,5207,1,1,35,0,1,0,1,1.00,1.14,2000,1.00,1.00
29170,WotLK Apothecary Bat Rider Controller,21955,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
